case_number,id,date,district,beat,injury_type,cleared,date_clear
JE362720,26295,2021-09-05 17:21:00,3,334,SHOT,N,
JE363226,26259,2021-09-06 06:23:00,11,1114,SHOT,N,
JE363536,26260,2021-09-06 13:03:00,22,2223,SHOT,N,
JE366265,26262,2021-09-08 16:37:00,11,1131,SHOT,N,
JE366697,26263,2021-09-08 23:09:00,10,1013,SHOT,N,
JE367266,26266,2021-09-09 13:44:00,6,633,SHOT,N,
JE367898,26267,2021-09-10 02:01:00,12,1235,SHOT,N,
JE367908,26268,2021-09-10 02:47:00,12,1233,SHOT,N,
JE368393,26270,2021-09-10 12:43:00,12,1235,BLUNT FORCE INJURY,N,
JE368387,26271,2021-09-10 13:00:00,15,1522,SHOT,N,
JE368708,26272,2021-09-10 17:28:00,7,731,SHOT,N,
JE369135,26273,2021-09-11 01:26:00,6,634,SHOT,N,
JE369507,26274,2021-09-11 10:43:00,4,414,SHOT,Y,2021-09-11
JE369608,26296,2021-09-11 13:04:00,2,233,SHOT,N,
JE369901,26275,2021-09-11 16:55:00,6,624,SHOT,N,
JE370134,26276,2021-09-11 21:39:00,5,532,SHOT,N,
JE370348,26279,2021-09-12 02:53:00,11,1135,SHOT,N,
JE370394,26278,2021-09-12 04:15:00,11,1135,SHOT,N,
JE370722,26277,2021-09-12 12:45:00,3,322,SHOT,N,
JE371674,26281,2021-09-13 11:30:00,6,631,SHOT,N,
JE372409,26282,2021-09-13 18:54:00,5,532,SHOT,N,
JE372467,26283,2021-09-13 19:38:00,22,2213,SHOT,N,
JE372655,26284,2021-09-14 00:44:00,5,512,SHOT,N,
JE373168,26285,2021-09-14 12:24:00,4,422,SHOT,N,
JE374054,26443,2021-09-15 03:53:00,11,1111,SHOT,Y,2021-12-14
JE374548,26289,2021-09-15 13:48:00,11,1112,SHOT,N,
JE374548,26288,2021-09-15 13:48:00,11,1112,STABBED,N,
JE375035,26287,2021-09-15 19:39:00,3,321,SHOT,N,
JE376264,26290,2021-09-16 18:43:00,15,1524,SHOT,Y,2021-10-17
JE376403,26291,2021-09-16 21:13:00,7,712,SHOT,N,
JE376498,26561,2021-09-16 23:25:00,25,2521,BLUNT FORCE INJURY,N,
JE376499,26292,2021-09-16 23:44:00,1,124,SHOT,N,
JE376572,26297,2021-09-17 01:25:00,8,815,SHOT,Y,2021-12-10
JE376637,26293,2021-09-17 04:04:00,14,1412,SHOT,Y,2021-10-27
JE376672,26294,2021-09-17 06:24:00,6,612,SHOT,N,
JE376739,26304,2021-09-17 08:03:00,6,624,BLUNT FORCE INJURY,N,
JE377871,26301,2021-09-18 00:15:00,10,1024,SHOT,N,
JE377871,26300,2021-09-18 00:15:00,10,1024,SHOT,N,
JE377909,26298,2021-09-18 00:50:00,5,532,SHOT,N,
JE377954,26302,2021-09-18 02:39:00,11,1134,SHOT,N,
JE378020,26644,2021-09-18 03:39:00,1,113,OTHER,N,
JE377982,26299,2021-09-18 03:50:00,18,1823,SHOT,N,
JE379164,26303,2021-09-19 03:51:00,2,225,SHOT,N,
JE379438,26319,2021-09-19 11:34:00,11,1122,SHOT,N,
JE379611,26306,2021-09-19 13:26:00,5,524,SHOT,N,
JE379611,26305,2021-09-19 13:26:00,5,524,SHOT,N,
JE380184,26307,2021-09-19 23:40:00,6,622,SHOT,N,
JE381609,26309,2021-09-21 05:30:00,4,421,SHOT,Y,2021-09-23
JE382166,26310,2021-09-21 14:43:00,6,622,SHOT,N,
JE382489,26312,2021-09-21 19:35:00,2,234,SHOT,N,
JE383864,26313,2021-09-23 00:28:00,15,1511,SHOT,N,
JE384757,26314,2021-09-23 17:19:00,10,1013,SHOT,N,
JE384944,26315,2021-09-23 20:00:00,4,431,SHOT,N,
JE385107,26316,2021-09-23 23:46:00,7,726,SHOT,N,
JE385492,26317,2021-09-24 10:44:00,3,324,SHOT,N,
JE385492,26412,2021-09-24 10:44:00,3,324,SHOT,N,
JE386164,26318,2021-09-24 19:46:00,6,633,SHOT,N,
JE386308,26320,2021-09-24 22:51:00,3,333,SHOT,Y,2022-01-14
JE386588,26335,2021-09-25 08:54:00,11,1132,SHOT,N,
JE387068,26322,2021-09-25 16:20:00,4,431,SHOT,N,
JE387304,26321,2021-09-25 20:29:00,8,822,SHOT,Y,2021-11-22
JE387433,26323,2021-09-25 22:24:00,12,1223,SHOT,N,
JE387826,26324,2021-09-26 11:52:00,11,1121,SHOT,N,
JE387841,26325,2021-09-26 12:11:00,25,2532,SHOT,N,
JE388373,26326,2021-09-26 21:05:00,3,322,SHOT,N,
JE388504,26327,2021-09-27 00:46:00,6,621,SHOT,Y,2021-09-28
JE388527,26328,2021-09-27 01:40:00,11,1112,SHOT,N,
JE389276,26334,2021-09-27 15:40:00,25,2521,STABBED,Y,2021-09-28
JE389498,26333,2021-09-27 18:20:00,5,532,SHOT,N,
JE389518,26332,2021-09-27 18:30:00,22,2222,SHOT,N,
JE389475,26330,2021-09-27 20:06:00,7,724,STABBED,N,
JE389637,26331,2021-09-27 20:30:00,12,1231,SHOT,Y,2021-09-29
JE389720,26329,2021-09-27 22:31:00,8,822,SHOT,N,
JE389798,26336,2021-09-28 01:29:00,3,312,SHOT,N,
JE390341,26338,2021-09-28 13:14:00,10,1021,SHOT,N,
JE390977,26339,2021-09-28 21:32:00,8,825,SHOT,N,
JE392074,26340,2021-09-29 19:03:00,22,2234,SHOT,Y,2021-10-28
JE392281,26344,2021-09-29 23:10:00,22,2223,SHOT,N,
JE395955,26347,2021-09-30 21:20:00,5,533,SHOT,N,
JE393543,26341,2021-10-01 00:43:00,8,825,SHOT,N,
JE393924,26342,2021-10-01 10:37:00,25,2531,SHOT,Y,2021-11-11
JE394020,26343,2021-10-01 12:43:00,7,733,SHOT,N,
JE395709,26345,2021-10-02 18:11:00,5,512,SHOT,N,
JE395929,26346,2021-10-02 22:40:00,6,633,SHOT,N,
JE396136,26349,2021-10-03 03:37:00,18,1824,SHOT,N,
JE396200,26426,2021-10-03 06:00:00,5,513,SHOT,N,
JE396622,26348,2021-10-03 15:04:00,10,1021,SHOT,N,
JE397734,26350,2021-10-04 13:25:00,10,1011,SHOT,N,
JE398350,26351,2021-10-04 22:10:00,5,523,SHOT,N,
JE398363,26352,2021-10-04 22:52:00,19,1911,SHOT,N,
JE398835,26354,2021-10-05 12:16:00,11,1124,SHOT,N,
JE400789,26358,2021-10-07 12:49:00,12,1213,STABBED,Y,2021-12-12
JE401637,26356,2021-10-07 13:42:00,9,922,SHOT,N,
JE401637,26355,2021-10-07 13:42:00,9,922,SHOT,N,
JE402148,26357,2021-10-08 02:08:00,6,624,STABBED,Y,2021-12-21
JE404225,26359,2021-10-09 20:06:00,10,1031,SHOT,N,
JE404446,26360,2021-10-10 00:43:00,15,1531,SHOT,N,
JE404573,26362,2021-10-10 03:43:00,14,1424,SHOT,Y,2022-01-10
JE405290,26378,2021-10-10 20:15:00,5,513,SHOT,Y,2022-02-16
JE405440,26361,2021-10-10 23:09:00,5,511,SHOT,N,
JE407681,26363,2021-10-12 20:50:00,8,831,SHOT,N,
JE407860,26365,2021-10-13 00:25:00,15,1533,OTHER,Y,2021-10-14
JE408591,26364,2021-10-13 16:20:00,25,2533,SHOT,Y,2021-12-14
JE409952,26366,2021-10-14 19:10:00,22,2223,SHOT,N,
JE410085,26367,2021-10-14 22:19:00,2,214,SHOT,N,
JE410097,26368,2021-10-14 23:29:00,11,1134,SHOT,N,
JE410249,26369,2021-10-15 06:30:00,3,334,SHOT,N,
JE411337,26371,2021-10-16 03:38:00,5,511,SHOT,N,
JE412509,26372,2021-10-17 08:43:00,11,1132,SHOT,N,
JE412792,26373,2021-10-17 13:49:00,6,631,SHOT,Y,2021-12-15
JE412798,26374,2021-10-17 14:00:00,11,1113,SHOT,N,
JE413270,26375,2021-10-17 23:43:00,12,1232,SHOT,N,
JE414440,26387,2021-10-18 18:03:00,3,324,ASSAULT,N,
JE414302,26377,2021-10-18 18:28:00,5,522,SHOT,N,
JE414524,26376,2021-10-18 21:49:00,11,1113,SHOT,N,
JE414977,26381,2021-10-19 04:00:00,8,831,ASSAULT,Y,2021-10-21
JE414731,26379,2021-10-19 07:50:00,11,1131,SHOT,N,
JE415729,26380,2021-10-19 22:22:00,8,823,SHOT,N,
JE416376,26383,2021-10-20 13:45:00,14,1413,SHOT,N,
JE416842,26382,2021-10-20 19:58:00,12,1234,SHOT,N,
JE417026,26384,2021-10-21 01:08:00,25,2524,SHOT,N,
JE417031,26385,2021-10-21 01:10:00,25,2525,SHOT,N,
JE417598,26386,2021-10-21 13:57:00,11,1112,SHOT,N,
JE418337,26388,2021-10-22 08:31:00,6,611,SHOT,Y,2021-12-18
JE419621,26390,2021-10-23 10:42:00,7,734,SHOT,N,
JE420274,26534,2021-10-23 22:00:00,16,1631,SHOT,Y,2021-12-23
JE420449,26391,2021-10-24 03:16:00,11,1113,SHOT,N,
JE421375,26392,2021-10-25 05:10:00,20,2011,SHOT,N,
JE421670,26393,2021-10-25 10:48:00,7,713,SHOT,N,
JE423509,26394,2021-10-26 18:54:00,7,733,SHOT,N,
JE423731,26395,2021-10-27 01:34:00,3,332,SHOT,N,
JE424257,26397,2021-10-27 13:26:00,11,1121,SHOT,N,
JE424957,26398,2021-10-28 02:03:00,15,1533,SHOT,N,
JE425008,26501,2021-10-28 05:30:00,22,2232,SHOT,N,
JE425869,26399,2021-10-28 18:51:00,22,2232,SHOT,N,
JE427332,26401,2021-10-30 00:05:00,17,1733,SHOT,Y,2021-12-30
JE427332,26402,2021-10-30 00:05:00,17,1733,SHOT,Y,2021-12-30
JE428031,26400,2021-10-30 15:26:00,15,1513,SHOT,N,
JE428474,26403,2021-10-31 00:55:00,12,1212,SHOT,N,
JE428681,26405,2021-10-31 06:53:00,11,1131,SHOT,N,
JE428818,26404,2021-10-31 10:26:00,6,612,SHOT,Y,2021-11-03
JE430596,26406,2021-11-01 18:56:00,9,925,SHOT,Y,2021-11-02
JE430813,26407,2021-11-01 23:38:00,15,1522,SHOT,N,
JE431382,26408,2021-11-02 13:00:00,5,522,SHOT,N,
JE432519,26410,2021-11-03 12:29:00,25,2533,SHOT,N,
JE432861,26409,2021-11-03 17:15:00,3,324,SHOT,N,
JE434047,26411,2021-11-04 17:16:00,11,1132,SHOT,N,
JE434915,26413,2021-11-05 13:36:00,4,422,SHOT,N,
JE435167,26414,2021-11-05 17:36:00,7,735,SHOT,N,
JE435428,26415,2021-11-05 21:50:00,25,2512,SHOT,N,
JE435488,26416,2021-11-05 23:50:00,15,1522,SHOT,N,
JE435614,26419,2021-11-06 03:27:00,10,1031,SHOT,N,
JE435790,26418,2021-11-06 09:02:00,22,2223,STABBED,N,
JE435931,26425,2021-11-06 11:59:00,11,1123,SHOT,N,
JE436567,26421,2021-11-07 00:12:00,12,1233,SHOT,N,
JE436565,26420,2021-11-07 00:17:00,2,221,SHOT,N,
JE437238,26422,2021-11-07 16:10:00,9,912,SHOT,N,
JE437332,26423,2021-11-07 17:51:00,7,723,SHOT,N,
JE437557,26424,2021-11-07 22:14:00,9,922,SHOT,N,
JE437885,26427,2021-11-08 09:13:00,11,1112,SHOT,Y,2021-11-12
JE438349,26428,2021-11-08 15:02:00,7,713,STABBED,Y,2021-11-14
JE438793,26429,2021-11-08 22:59:00,11,1121,SHOT,N,
JE438955,26432,2021-11-09 06:30:00,2,233,STABBED,Y,2021-11-25
JE439442,26433,2021-11-09 14:10:00,2,233,SHOT,Y,2021-11-12
JE439498,26434,2021-11-09 14:51:00,10,1014,SHOT,N,
JE439600,26435,2021-11-09 16:05:00,15,1523,SHOT,N,
JE441075,26437,2021-11-10 21:35:00,4,422,SHOT,N,
JE441696,26438,2021-11-11 13:55:00,5,511,SHOT,N,
JE443313,26439,2021-11-12 23:37:00,11,1133,SHOT,N,
JE443523,26440,2021-11-13 07:24:00,11,1112,SHOT,N,
JE444199,26441,2021-11-13 18:45:00,15,1533,SHOT,N,
JE444402,26442,2021-11-14 00:06:00,25,2531,SHOT,N,
JE445793,26444,2021-11-15 10:24:00,6,622,SHOT,Y,2021-11-17
JE445903,26445,2021-11-15 11:36:00,4,423,SHOT,Y,2021-11-17
JE445903,26446,2021-11-15 11:36:00,4,423,SHOT,Y,2021-11-17
JE446962,26447,2021-11-16 11:03:00,4,412,SHOT,N,
JE447754,26448,2021-11-17 00:49:00,11,1132,SHOT,N,
JE448620,26449,2021-11-17 20:11:00,7,712,SHOT,N,
JE449832,26450,2021-11-18 21:22:00,9,911,SHOT,N,
JE450842,26451,2021-11-19 20:00:00,4,421,STABBED,Y,2021-11-20
JE450889,26452,2021-11-19 21:33:00,7,735,SHOT,N,
JE451492,26455,2021-11-20 13:42:00,10,1011,SHOT,Y,2021-12-30
JE451516,26454,2021-11-20 14:36:00,12,1235,SHOT,N,
JE451633,26453,2021-11-20 16:00:00,6,632,SHOT,N,
JE452746,26456,2021-11-21 16:27:00,3,331,SHOT,N,
JE452785,26457,2021-11-21 17:09:00,5,513,SHOT,N,
JE453172,26458,2021-11-22 05:22:00,6,614,SHOT,Y,2022-03-10
JE454586,26469,2021-11-23 12:39:00,6,631,SHOT,N,
JE454914,26460,2021-11-23 17:02:00,3,323,SHOT,Y,2022-01-25
JE454914,26459,2021-11-23 17:02:00,3,323,SHOT,Y,2022-01-25
JE455267,26461,2021-11-24 00:10:00,5,513,SHOT,N,
JE455277,26462,2021-11-24 00:35:00,5,513,SHOT,N,
JE456097,26463,2021-11-24 18:35:00,10,1034,SHOT,N,
JE457076,26464,2021-11-26 01:42:00,6,612,SHOT,N,
JE457892,26465,2021-11-26 22:53:00,5,523,SHOT,N,
JE458675,26466,2021-11-27 19:26:00,4,414,SHOT,N,
JE459572,26467,2021-11-28 18:09:00,4,423,SHOT,N,
JE459726,26562,2021-11-28 21:35:00,25,2534,BLUNT FORCE INJURY,Y,2022-03-03
JE459801,26468,2021-11-29 00:50:00,9,924,SHOT,Y,2021-12-02
JE461965,26470,2021-12-01 01:04:00,3,313,SHOT,N,
JE462052,26472,2021-12-01 07:06:00,20,2011,SHOT,Y,2021-12-22
JE462598,26473,2021-12-01 16:13:00,3,312,SHOT,N,
JE464073,26474,2021-12-02 20:04:00,5,513,SHOT,N,
JE464154,26475,2021-12-02 21:55:00,9,912,SHOT,N,
JE465106,26477,2021-12-03 18:20:00,10,1034,SHOT,N,
JE465164,26478,2021-12-03 19:19:00,3,324,SHOT,Y,2022-02-19
JE465230,26479,2021-12-03 20:24:00,6,623,SHOT,Y,2021-12-09
JE465504,26480,2021-12-04 03:21:00,9,924,SHOT,N,
JE465628,26483,2021-12-04 08:22:00,4,413,SHOT,N,
JE466183,26481,2021-12-04 17:28:00,8,832,SHOT,N,
JE466300,26482,2021-12-04 20:03:00,7,724,SHOT,N,
JE466572,26484,2021-12-05 03:36:00,12,1225,SHOT,N,
JE466599,26485,2021-12-05 04:35:00,16,1622,SHOT,Y,2022-01-26
JE468593,26486,2021-12-07 00:14:00,8,832,SHOT,N,
JE469073,26487,2021-12-07 12:33:00,9,914,SHOT,Y,2021-12-08
JE470809,26490,2021-12-08 20:28:00,11,1131,SHOT,N,
JE471248,26502,2021-12-09 10:24:00,25,2512,SHOT,Y,2021-12-10
JE471729,26499,2021-12-09 17:13:00,8,825,SHOT,Y,2022-04-08
JE472410,26500,2021-12-10 10:50:00,11,1132,SHOT,N,
JE473462,26505,2021-12-11 03:25:00,14,1414,SHOT,N,
JE473795,26504,2021-12-11 13:27:00,5,522,SHOT,N,
JE473920,26531,2021-12-11 14:36:00,2,214,SHOT,N,
JE474250,26503,2021-12-11 18:30:00,8,822,BLUNT FORCE INJURY,Y,2022-03-03
JE474395,26540,2021-12-11 22:37:00,17,1723,SHOT,N,
JE475086,26506,2021-12-12 15:35:00,4,421,SHOT,N,
JE476043,26507,2021-12-13 13:51:00,3,312,SHOT,N,
JE476493,26508,2021-12-13 19:27:00,10,1012,SHOT,Y,2022-02-19
JE476774,26510,2021-12-14 06:36:00,5,523,SHOT,N,
JE477357,26511,2021-12-14 15:44:00,6,611,SHOT,N,
JE477442,26513,2021-12-14 16:25:00,15,1524,SHOT,N,
JE477502,26514,2021-12-14 17:09:00,11,1115,SHOT,N,
JE477767,26512,2021-12-14 21:26:00,5,523,SHOT,N,
JE478894,26515,2021-12-15 22:27:00,4,423,SHOT,N,
JE479089,26521,2021-12-16 07:25:00,4,412,SHOT,N,
JE479522,26522,2021-12-16 14:09:00,9,921,SHOT,N,
JE480111,26523,2021-12-16 23:30:00,3,332,STABBED,N,
JE481075,26524,2021-12-17 17:01:00,4,434,SHOT,N,
JE481373,26525,2021-12-18 03:01:00,17,1722,SHOT,Y,2022-02-17
JE481934,26526,2021-12-18 16:43:00,15,1533,SHOT,Y,2022-01-13
JE483149,26527,2021-12-19 21:41:00,17,1712,SHOT,Y,2022-04-06
JE483853,26528,2021-12-20 15:07:00,8,823,SHOT,Y,2022-01-04
JE484085,26529,2021-12-20 18:28:00,6,623,SHOT,N,
JE484437,26530,2021-12-21 05:20:00,17,1723,SHOT,N,
JE485450,26532,2021-12-22 16:46:00,3,331,SHOT,N,
JE487327,26533,2021-12-23 22:06:00,7,711,SHOT,N,
JE487881,26535,2021-12-24 14:56:00,5,523,SHOT,N,
JE488772,26536,2021-12-25 18:26:00,11,1135,SHOT,N,
JE488889,26537,2021-12-25 22:37:00,25,2523,SHOT,N,
JE489354,26538,2021-12-26 15:21:00,11,1122,SHOT,N,
JE490278,26539,2021-12-27 15:15:00,10,1032,SHOT,N,
JE494316,26542,2021-12-31 20:11:00,6,621,SHOT,N,
