case_number,id,date,injury_type,cleared,date_clear,beat,district,time_to_clear
HV109353,20238.0,2012-01-08 00:00:00,SHOT,N,,1033.0,10.0,
HV110472,23548.0,2012-01-09 00:00:00,STRANGULATION,N,,1014.0,10.0,
HV110526,20239.0,2012-01-09 00:00:00,SHOT,N,,712.0,7.0,
HV111716,20240.0,2012-01-09 00:00:00,SHOT,Y,2017-06-27,2022.0,20.0,1996.0
HV112746,20243.0,2012-01-10 00:00:00,SHOT,N,,1533.0,15.0,
HV113178,20244.0,2012-01-10 00:00:00,SHOT,N,,613.0,6.0,
HV114596,20245.0,2012-01-11 00:00:00,STABBED,Y,2012-01-12,1925.0,19.0,1.0
HV117097,20246.0,2012-01-13 00:00:00,SHOT,Y,2012-09-25,824.0,8.0,256.0
HV117302,20247.0,2012-01-14 00:00:00,SHOT,N,,411.0,4.0,
HV117352,20248.0,2012-01-14 00:00:00,ASPHYXIATION,Y,2012-08-29,813.0,8.0,228.0
HV120395,20249.0,2012-01-16 00:00:00,SHOT,N,,825.0,8.0,
HV121575,20250.0,2012-01-17 00:00:00,SHOT,N,,2221.0,22.0,
HV123567,20254.0,2012-01-19 00:00:00,SHOT,N,,832.0,8.0,
HV130003,20978.0,2012-01-20 00:00:00,STRANGULATION,Y,2013-07-12,1235.0,12.0,539.0
HV125847,20253.0,2012-01-20 00:00:00,SHOT,Y,2012-04-30,1831.0,18.0,101.0
HV125887,20252.0,2012-01-20 00:00:00,SHOT,Y,2017-09-20,2422.0,24.0,2070.0
HV126713,20255.0,2012-01-21 00:00:00,STABBED,Y,2012-01-24,1434.0,14.0,3.0
HV127105,20256.0,2012-01-22 00:00:00,SHOT,N,,633.0,6.0,
HV128067,20257.0,2012-01-23 00:00:00,SHOT,N,,2422.0,24.0,
HV128067,20258.0,2012-01-23 00:00:00,SHOT,N,,2422.0,24.0,
HV128261,20259.0,2012-01-23 00:00:00,SHOT,N,,333.0,3.0,
HV128507,20260.0,2012-01-23 00:00:00,STABBED,Y,2012-01-26,725.0,7.0,3.0
HV129475,20262.0,2012-01-24 00:00:00,SHOT,Y,2012-01-27,233.0,2.0,3.0
HV141190,20265.0,2012-02-01 00:00:00,SHOT,N,,1022.0,10.0,
HV143181,20266.0,2012-02-02 00:00:00,SHOT,N,,234.0,2.0,
HV146311,20267.0,2012-02-05 00:00:00,SHOT,N,,831.0,8.0,
HV149555,20268.0,2012-02-08 00:00:00,SHOT,N,,713.0,7.0,
HV151961,20269.0,2012-02-09 00:00:00,SHOT,Y,2012-10-19,1312.0,13.0,253.0
HV153666,20270.0,2012-02-11 00:00:00,SHOT,Y,2012-03-03,1033.0,10.0,21.0
HV153696,20271.0,2012-02-11 00:00:00,SHOT,N,,1523.0,15.0,
HV154847,20272.0,2012-02-12 00:00:00,SHOT,Y,2012-02-26,1014.0,10.0,14.0
HV160915,20284.0,2012-02-16 00:00:00,SHOT,N,,312.0,3.0,
HV161867,20275.0,2012-02-17 00:00:00,SHOT,N,,1121.0,11.0,
HV163768,20276.0,2012-02-18 00:00:00,SHOT,Y,2012-03-22,1732.0,17.0,33.0
HV164067,20277.0,2012-02-19 00:00:00,SHOT,Y,2012-03-29,1433.0,14.0,39.0
HV164425,20278.0,2012-02-19 00:00:00,SHOT,N,,931.0,9.0,
HV164778,20279.0,2012-02-19 00:00:00,SHOT,Y,2012-02-23,1033.0,10.0,4.0
HV164829,20280.0,2012-02-19 00:00:00,SHOT,N,,915.0,9.0,
HV164849,20281.0,2012-02-19 00:00:00,SHOT,Y,2017-12-19,421.0,4.0,2130.0
HV164849,20282.0,2012-02-19 00:00:00,SHOT,Y,2017-12-19,421.0,4.0,2130.0
HV170751,20286.0,2012-02-24 00:00:00,STABBED,N,,333.0,3.0,
HV170940,20287.0,2012-02-24 00:00:00,SHOT,N,,931.0,9.0,
HV171083,20288.0,2012-02-24 00:00:00,SHOT,N,,1133.0,11.0,
HV171879,20289.0,2012-02-25 00:00:00,SHOT,N,,532.0,5.0,
HV173613,20290.0,2012-02-26 00:00:00,SHOT,N,,524.0,5.0,
HV175292,20291.0,2012-02-27 00:00:00,SHOT,N,,234.0,2.0,
HV176540,20307.0,2012-02-28 00:00:00,SHOT,N,,231.0,2.0,
HV176745,20292.0,2012-02-28 00:00:00,SHOT,N,,831.0,8.0,
HV177424,20293.0,2012-02-29 00:00:00,SHOT,N,,612.0,6.0,
HV178038,20294.0,2012-02-29 00:00:00,SHOT,N,,512.0,5.0,
HV178492,20295.0,2012-03-01 00:00:00,STABBED,Y,2012-03-02,431.0,4.0,1.0
HV180021,20296.0,2012-03-02 00:00:00,SHOT,N,,524.0,5.0,
HV180654,20297.0,2012-03-02 00:00:00,SHOT,Y,2016-11-28,1511.0,15.0,1732.0
HV181039,20298.0,2012-03-02 00:00:00,SHOT,Y,2013-04-20,231.0,2.0,414.0
HV183140,20299.0,2012-03-04 00:00:00,SHOT,Y,2018-03-22,1034.0,10.0,2209.0
HV184810,20300.0,2012-03-05 00:00:00,STABBED,Y,2012-03-08,1925.0,19.0,3.0
HV185891,20301.0,2012-03-06 00:00:00,SHOT,N,,321.0,3.0,
HV186233,20302.0,2012-03-06 00:00:00,SHOT,Y,2012-03-22,422.0,4.0,16.0
HV188763,20303.0,2012-03-08 00:00:00,SHOT,N,,831.0,8.0,
HV190454,20304.0,2012-03-09 00:00:00,SHOT,Y,2012-03-16,1523.0,15.0,7.0
HV190926,20305.0,2012-03-10 00:00:00,SHOT,N,,1422.0,14.0,
HV193128,20306.0,2012-03-11 00:00:00,STABBED,Y,2012-04-24,1211.0,12.0,44.0
HV194712,20308.0,2012-03-12 00:00:00,SHOT,N,,624.0,6.0,
HV194936,20309.0,2012-03-12 00:00:00,SHOT,Y,2013-03-28,1034.0,10.0,381.0
HV197452,20310.0,2012-03-14 00:00:00,SHOT,N,,423.0,4.0,
HV197846,20311.0,2012-03-14 00:00:00,SHOT,N,,823.0,8.0,
HV197912,20312.0,2012-03-14 00:00:00,SHOT,Y,2012-05-15,1032.0,10.0,62.0
HV200885,20321.0,2012-03-16 00:00:00,SHOT,Y,2012-03-28,2413.0,24.0,12.0
HV201070,20313.0,2012-03-17 00:00:00,SHOT,N,,923.0,9.0,
HV202018,20314.0,2012-03-17 00:00:00,SHOT,Y,2012-03-19,1031.0,10.0,2.0
HV202304,20315.0,2012-03-17 00:00:00,SHOT,N,,824.0,8.0,
HV202342,20316.0,2012-03-17 00:00:00,SHOT,N,,624.0,6.0,
HV202301,20317.0,2012-03-17 00:00:00,STRANGULATION,N,,1135.0,11.0,
HV202736,20319.0,2012-03-18 00:00:00,SHOT,N,,611.0,6.0,
HV203582,20324.0,2012-03-18 00:00:00,ASSAULT,N,,1712.0,17.0,
HV202767,20320.0,2012-03-18 00:00:00,SHOT,N,,934.0,9.0,
HV203964,20322.0,2012-03-18 00:00:00,SHOT,Y,2012-03-21,2535.0,25.0,3.0
HV204101,20323.0,2012-03-19 00:00:00,SHOT,N,,1135.0,11.0,
HV206735,20325.0,2012-03-20 00:00:00,SHOT,Y,2012-05-04,2221.0,22.0,45.0
HV207478,20326.0,2012-03-21 00:00:00,SHOT,Y,2012-06-08,711.0,7.0,79.0
HV207595,20327.0,2012-03-21 00:00:00,SHOT,Y,2013-05-10,735.0,7.0,415.0
HV207916,20328.0,2012-03-21 00:00:00,SHOT,Y,2013-04-11,1031.0,10.0,386.0
HV210050,20329.0,2012-03-22 00:00:00,SHOT,N,,713.0,7.0,
HV210902,20330.0,2012-03-23 00:00:00,STABBED,Y,2012-04-24,614.0,6.0,32.0
HV211600,20332.0,2012-03-23 00:00:00,SHOT,Y,2012-03-27,621.0,6.0,4.0
HV213173,20333.0,2012-03-24 00:00:00,SHOT,Y,2015-06-19,533.0,5.0,1182.0
HV213223,20334.0,2012-03-24 00:00:00,SHOT,Y,2014-06-11,714.0,7.0,809.0
HV213410,20337.0,2012-03-25 00:00:00,SHOT,N,,712.0,7.0,
HV213752,20335.0,2012-03-25 00:00:00,SHOT,N,,2534.0,25.0,
HV214020,20336.0,2012-03-25 00:00:00,SHOT,Y,2016-03-17,2522.0,25.0,1453.0
HV215318,20338.0,2012-03-26 00:00:00,SHOT,Y,2013-04-02,734.0,7.0,372.0
HV217229,20339.0,2012-03-27 00:00:00,SHOT,Y,2013-06-05,324.0,3.0,435.0
HV217424,20340.0,2012-03-27 00:00:00,SHOT,Y,2012-04-01,312.0,3.0,5.0
HV217424,20341.0,2012-03-27 00:00:00,SHOT,Y,2012-04-01,312.0,3.0,5.0
HV217424,20342.0,2012-03-27 00:00:00,SHOT,Y,2012-04-01,312.0,3.0,5.0
HV219526,20343.0,2012-03-29 00:00:00,STABBED,Y,2012-04-01,1011.0,10.0,3.0
HV219857,20344.0,2012-03-29 00:00:00,SHOT,Y,2012-04-01,531.0,5.0,3.0
HV219987,20345.0,2012-03-29 00:00:00,SHOT,N,,612.0,6.0,
HV220222,20346.0,2012-03-29 00:00:00,STRANGULATION,Y,2013-01-18,825.0,8.0,295.0
HV220711,20347.0,2012-03-30 00:00:00,STABBED,Y,2012-04-01,1632.0,16.0,2.0
HV223307,20348.0,2012-04-01 00:00:00,SHOT,Y,2012-04-07,1031.0,10.0,6.0
HV225544,20349.0,2012-04-02 00:00:00,SHOT,N,,825.0,8.0,
HV229295,20350.0,2012-04-05 00:00:00,SHOT,Y,2014-01-10,2431.0,24.0,645.0
HV229785,20351.0,2012-04-05 00:00:00,SHOT,N,,823.0,8.0,
HV230510,20352.0,2012-04-06 00:00:00,SHOT,Y,2012-10-04,631.0,6.0,181.0
HV231394,20353.0,2012-04-06 00:00:00,SHOT,N,,921.0,9.0,
HV232043,20354.0,2012-04-07 00:00:00,SHOT,N,,1135.0,11.0,
HV232663,20355.0,2012-04-07 00:00:00,SHOT,N,,821.0,8.0,
HV232759,20356.0,2012-04-07 00:00:00,SHOT,N,,513.0,5.0,
HV233237,20378.0,2012-04-08 00:00:00,ASSAULT,N,,1821.0,18.0,
HV233969,20357.0,2012-04-09 00:00:00,SHOT,N,,1634.0,16.0,
HV234922,20358.0,2012-04-09 00:00:00,STABBED,Y,2012-04-12,1122.0,11.0,3.0
HV239435,20359.0,2012-04-12 00:00:00,SHOT,Y,2012-10-07,524.0,5.0,178.0
HV241179,20360.0,2012-04-14 00:00:00,SHOT,N,,312.0,3.0,
HV241245,20361.0,2012-04-14 00:00:00,SHOT,N,,724.0,7.0,
HV241309,20362.0,2012-04-14 00:00:00,SHOT,Y,2013-09-11,1014.0,10.0,515.0
HV241722,20363.0,2012-04-14 00:00:00,SHOT,N,,2223.0,22.0,
HV242015,20366.0,2012-04-14 00:00:00,ASSAULT,Y,2012-04-18,711.0,7.0,4.0
HV242539,20364.0,2012-04-15 00:00:00,SHOT,Y,2012-12-06,1011.0,10.0,235.0
HV242602,20365.0,2012-04-15 00:00:00,SHOT,Y,2013-11-18,1511.0,15.0,582.0
HV243502,20367.0,2012-04-15 00:00:00,SHOT,Y,2012-09-22,1135.0,11.0,160.0
HV243931,20368.0,2012-04-16 00:00:00,SHOT,N,,1131.0,11.0,
HV245176,20370.0,2012-04-16 00:00:00,SHOT,N,,221.0,2.0,
HV248011,20372.0,2012-04-18 00:00:00,SHOT,N,,1423.0,14.0,
HV248341,20373.0,2012-04-18 00:00:00,SHOT,Y,2012-04-20,632.0,6.0,2.0
HV248915,20374.0,2012-04-19 00:00:00,STABBED,Y,2012-04-26,1021.0,10.0,7.0
HV250915,20376.0,2012-04-20 00:00:00,SHOT,N,,2534.0,25.0,
HV251164,20375.0,2012-04-20 00:00:00,SHOT,Y,2012-04-28,931.0,9.0,8.0
HV252460,20779.0,2012-04-21 00:00:00,ASSAULT,Y,2013-01-18,1024.0,10.0,272.0
HV251982,20388.0,2012-04-21 00:00:00,SHOT,Y,2013-01-25,911.0,9.0,279.0
HV252818,20379.0,2012-04-22 00:00:00,SHOT,N,,1224.0,12.0,
HV253116,20380.0,2012-04-22 00:00:00,SHOT,N,,734.0,7.0,
HV253828,20381.0,2012-04-22 00:00:00,STABBED,Y,2012-04-24,433.0,4.0,2.0
HV256927,20382.0,2012-04-24 00:00:00,SHOT,N,,835.0,8.0,
HV258712,20383.0,2012-04-26 00:00:00,STRANGULATION,N,,314.0,3.0,
HV262611,20385.0,2012-04-27 00:00:00,SHOT,N,,2221.0,22.0,
HV262694,20384.0,2012-04-28 00:00:00,SHOT,N,,312.0,3.0,
HV262985,20386.0,2012-04-29 00:00:00,SHOT,Y,2013-01-24,1532.0,15.0,270.0
HV264127,20387.0,2012-04-29 00:00:00,SHOT,N,,911.0,9.0,
HV265306,20389.0,2012-04-30 00:00:00,SHOT,N,,1532.0,15.0,
HV265549,20488.0,2012-04-30 00:00:00,SHOT,N,,922.0,9.0,
HV268755,20390.0,2012-05-02 00:00:00,SHOT,Y,2012-05-04,2531.0,25.0,2.0
HV268920,20392.0,2012-05-03 00:00:00,SHOT,N,,915.0,9.0,
HV269776,20393.0,2012-05-03 00:00:00,SHOT,Y,2015-08-27,2222.0,22.0,1211.0
HV269776,20394.0,2012-05-03 00:00:00,SHOT,Y,2015-08-27,2222.0,22.0,1211.0
HV271805,20395.0,2012-05-04 00:00:00,SHOT,N,,524.0,5.0,
HV271994,20396.0,2012-05-04 00:00:00,STABBED,Y,2014-01-03,1013.0,10.0,609.0
HV272275,20398.0,2012-05-05 00:00:00,STRANGULATION,Y,2016-12-01,2022.0,20.0,1671.0
HV273455,20397.0,2012-05-06 00:00:00,SHOT,Y,2014-09-23,1231.0,12.0,870.0
HV275470,20399.0,2012-05-07 00:00:00,STABBED,N,,512.0,5.0,
HV277350,20400.0,2012-05-08 00:00:00,STABBED,Y,2012-05-10,222.0,2.0,2.0
HV277521,20401.0,2012-05-08 00:00:00,SHOT,Y,2012-05-11,1114.0,11.0,3.0
HV278034,20402.0,2012-05-09 00:00:00,SHOT,N,,1922.0,19.0,
HV278636,20403.0,2012-05-09 00:00:00,SHOT,Y,2014-05-21,513.0,5.0,742.0
HV280450,20404.0,2012-05-10 00:00:00,SHOT,Y,2012-05-13,932.0,9.0,3.0
HV280450,20405.0,2012-05-10 00:00:00,SHOT,Y,2012-05-13,932.0,9.0,3.0
HV282343,20406.0,2012-05-11 00:00:00,SHOT,N,,1032.0,10.0,
HV282459,20407.0,2012-05-11 00:00:00,SHOT,Y,2018-12-10,611.0,6.0,2404.0
HV282560,20412.0,2012-05-11 00:00:00,SHOT,Y,2015-02-17,834.0,8.0,1012.0
HV282664,20477.0,2012-05-12 00:00:00,ASSAULT,Y,2012-06-29,1524.0,15.0,48.0
HV282889,20408.0,2012-05-12 00:00:00,SHOT,N,,313.0,3.0,
HV282948,20409.0,2012-05-12 00:00:00,SHOT,N,,312.0,3.0,
HV284017,20410.0,2012-05-13 00:00:00,SHOT,N,,1421.0,14.0,
HV285267,20413.0,2012-05-14 00:00:00,SHOT,Y,2012-07-26,1231.0,12.0,73.0
HV287606,20414.0,2012-05-15 00:00:00,STABBED,Y,2016-11-28,424.0,4.0,1658.0
HV291152,20415.0,2012-05-17 00:00:00,SHOT,Y,2012-10-31,612.0,6.0,167.0
HV291701,20416.0,2012-05-18 00:00:00,OTHER,Y,2014-10-01,624.0,6.0,866.0
HV292797,20417.0,2012-05-18 00:00:00,SHOT,N,,911.0,9.0,
HV293107,20418.0,2012-05-19 00:00:00,SHOT,N,,524.0,5.0,
HV294258,20419.0,2012-05-19 00:00:00,SHOT,Y,2013-12-18,422.0,4.0,578.0
HV294343,20420.0,2012-05-19 00:00:00,SHOT,N,,511.0,5.0,
HV295504,20421.0,2012-05-20 00:00:00,SHOT,N,,835.0,8.0,
HV295764,20422.0,2012-05-21 00:00:00,SHOT,Y,2013-11-02,1034.0,10.0,530.0
HV295764,20423.0,2012-05-21 00:00:00,SHOT,Y,2013-11-02,1034.0,10.0,530.0
HV297328,20424.0,2012-05-22 00:00:00,SHOT,N,,2212.0,22.0,
HV298101,20425.0,2012-05-22 00:00:00,SHOT,N,,731.0,7.0,
HV298734,20426.0,2012-05-22 00:00:00,SHOT,N,,1523.0,15.0,
HV302309,20427.0,2012-05-25 00:00:00,SHOT,N,,632.0,6.0,
HV303680,20432.0,2012-05-25 00:00:00,SHOT,N,,934.0,9.0,
HV303630,20428.0,2012-05-25 00:00:00,SHOT,Y,2012-05-27,321.0,3.0,2.0
HV303630,20429.0,2012-05-25 00:00:00,SHOT,Y,2012-05-27,321.0,3.0,2.0
HV303885,20430.0,2012-05-26 00:00:00,SHOT,Y,2012-11-15,1014.0,10.0,173.0
HV305046,20435.0,2012-05-26 00:00:00,SHOT,N,,2233.0,22.0,
HV305240,20433.0,2012-05-27 00:00:00,SHOT,N,,1135.0,11.0,
HV306578,20434.0,2012-05-28 00:00:00,SHOT,N,,223.0,2.0,
HV306745,20436.0,2012-05-28 00:00:00,SHOT,N,,1031.0,10.0,
HV307486,20437.0,2012-05-28 00:00:00,SHOT,Y,2012-05-31,1022.0,10.0,3.0
HV307529,20439.0,2012-05-28 00:00:00,SHOT,Y,2015-01-06,1022.0,10.0,953.0
HV307808,20438.0,2012-05-28 00:00:00,SHOT,N,,332.0,3.0,
HV308059,20440.0,2012-05-29 00:00:00,SHOT,Y,2012-05-30,2033.0,20.0,1.0
HV311867,20441.0,2012-05-31 00:00:00,SHOT,N,,2212.0,22.0,
HV314638,20442.0,2012-06-02 00:00:00,SHOT,N,,1231.0,12.0,
HV315454,20443.0,2012-06-02 00:00:00,SHOT,Y,2012-06-15,334.0,3.0,13.0
HV315915,20444.0,2012-06-02 00:00:00,SHOT,N,,1111.0,11.0,
HV319005,20445.0,2012-06-04 00:00:00,SHOT,Y,2012-07-31,832.0,8.0,57.0
HV321580,20447.0,2012-06-06 00:00:00,SHOT,Y,2012-06-13,533.0,5.0,7.0
HV324883,20448.0,2012-06-08 00:00:00,SHOT,Y,2012-11-06,934.0,9.0,151.0
HV324883,20449.0,2012-06-08 00:00:00,SHOT,Y,2012-11-06,934.0,9.0,151.0
HV325580,20450.0,2012-06-09 00:00:00,SHOT,N,,322.0,3.0,
HV326080,20451.0,2012-06-09 00:00:00,SHOT,N,,513.0,5.0,
HV326811,20452.0,2012-06-09 00:00:00,SHOT,N,,825.0,8.0,
HV327329,20453.0,2012-06-10 00:00:00,SHOT,N,,624.0,6.0,
HV328499,20454.0,2012-06-10 00:00:00,SHOT,Y,2018-11-05,935.0,9.0,2339.0
HV328499,20455.0,2012-06-10 00:00:00,SHOT,N,,935.0,9.0,
HV328645,20456.0,2012-06-11 00:00:00,SHOT,N,,633.0,6.0,
HV329165,20457.0,2012-06-11 00:00:00,STABBED,Y,2012-07-05,1231.0,12.0,24.0
HV330170,20458.0,2012-06-11 00:00:00,SHOT,Y,2012-10-17,825.0,8.0,128.0
HV330328,20459.0,2012-06-12 00:00:00,SHOT,N,,213.0,2.0,
HV332149,20460.0,2012-06-13 00:00:00,SHOT,N,,1633.0,16.0,
HV332164,20461.0,2012-06-13 00:00:00,SHOT,N,,733.0,7.0,
HV333573,20463.0,2012-06-13 00:00:00,SHOT,Y,2012-06-17,424.0,4.0,4.0
HV333632,20462.0,2012-06-13 00:00:00,STABBED,Y,2012-07-05,213.0,2.0,22.0
HV333679,20464.0,2012-06-13 00:00:00,SHOT,Y,2013-03-30,835.0,8.0,290.0
HV337072,20465.0,2012-06-16 00:00:00,SHOT,N,,932.0,9.0,
HV338153,20470.0,2012-06-16 00:00:00,SHOT,Y,2013-07-22,434.0,4.0,401.0
HV338194,20467.0,2012-06-16 00:00:00,SHOT,Y,2012-06-20,735.0,7.0,4.0
HV338591,20469.0,2012-06-17 00:00:00,SHOT,Y,2012-07-19,2515.0,25.0,32.0
HV338591,20475.0,2012-06-17 00:00:00,SHOT,Y,2012-07-19,2515.0,25.0,32.0
HV338639,20468.0,2012-06-17 00:00:00,SHOT,Y,2015-05-07,2532.0,25.0,1054.0
HV338655,20466.0,2012-06-17 00:00:00,SHOT,N,,623.0,6.0,
HV340004,20471.0,2012-06-18 00:00:00,SHOT,N,,1914.0,19.0,
HV340080,20472.0,2012-06-18 00:00:00,STABBED,Y,2012-06-20,914.0,9.0,2.0
HV341781,20473.0,2012-06-19 00:00:00,SHOT,Y,2015-02-17,2531.0,25.0,973.0
HV341781,20474.0,2012-06-19 00:00:00,SHOT,Y,2015-02-17,2531.0,25.0,973.0
HV341878,21316.0,2012-06-19 00:00:00,ASSAULT,N,,2534.0,25.0,
HV348176,20478.0,2012-06-22 00:00:00,SHOT,Y,2014-03-27,732.0,7.0,643.0
HV350149,20479.0,2012-06-24 00:00:00,SHOT,Y,2013-02-20,313.0,3.0,241.0
HV350184,20480.0,2012-06-24 00:00:00,SHOT,Y,2012-06-26,1112.0,11.0,2.0
HV351178,20481.0,2012-06-24 00:00:00,SHOT,Y,2013-01-30,533.0,5.0,220.0
HV354734,20482.0,2012-06-26 00:00:00,SHOT,Y,2012-06-30,413.0,4.0,4.0
HV354699,20483.0,2012-06-26 00:00:00,STABBED,Y,2012-07-08,413.0,4.0,12.0
HV356325,20484.0,2012-06-27 00:00:00,SHOT,Y,2012-07-01,2532.0,25.0,4.0
HV005106,24274.0,2012-06-30 00:00:00,SHOT,N,,825.0,8.0,
HV360935,20491.0,2012-07-01 00:00:00,SHOT,N,,1134.0,11.0,
HV362171,20493.0,2012-07-01 00:00:00,SHOT,Y,2013-12-05,1132.0,11.0,522.0
HV362300,20494.0,2012-07-01 00:00:00,SHOT,N,,221.0,2.0,
HV363367,20495.0,2012-07-02 00:00:00,SHOT,Y,2013-01-25,1132.0,11.0,207.0
HV363936,20496.0,2012-07-02 00:00:00,SHOT,Y,2014-01-11,1115.0,11.0,558.0
HV363936,20498.0,2012-07-02 00:00:00,SHOT,Y,2014-01-11,1115.0,11.0,558.0
HV005469,20497.0,2012-07-02 00:00:00,SHOT,N,,624.0,6.0,
HV366072,20499.0,2012-07-04 00:00:00,SHOT,N,,2535.0,25.0,
HV366915,20501.0,2012-07-04 00:00:00,SHOT,N,,322.0,3.0,
HV366923,20500.0,2012-07-04 00:00:00,SHOT,N,,612.0,6.0,
HV367139,20502.0,2012-07-05 00:00:00,SHOT,N,,924.0,9.0,
HV367227,20503.0,2012-07-05 00:00:00,SHOT,Y,2012-07-07,2533.0,25.0,2.0
HV368117,20504.0,2012-07-05 00:00:00,SHOT,N,,933.0,9.0,
HV368231,20505.0,2012-07-05 00:00:00,SHOT,N,,821.0,8.0,
HV368909,20506.0,2012-07-06 00:00:00,SHOT,N,,512.0,5.0,
HV375273,20507.0,2012-07-10 00:00:00,SHOT,N,,1324.0,13.0,
HV375429,20512.0,2012-07-10 00:00:00,ASSAULT,Y,2012-07-15,2413.0,24.0,5.0
HV376109,20508.0,2012-07-10 00:00:00,SHOT,Y,2012-07-12,225.0,2.0,2.0
HV376915,20509.0,2012-07-11 00:00:00,STABBED,Y,2012-07-13,1821.0,18.0,2.0
HV376930,20510.0,2012-07-11 00:00:00,STABBED,Y,2012-07-12,2433.0,24.0,1.0
HV379267,20511.0,2012-07-12 00:00:00,SHOT,N,,824.0,8.0,
HV381916,20513.0,2012-07-14 00:00:00,SHOT,Y,2012-08-15,1233.0,12.0,32.0
HV381917,20514.0,2012-07-14 00:00:00,SHOT,N,,1134.0,11.0,
HV383120,20515.0,2012-07-14 00:00:00,SHOT,Y,2012-07-16,612.0,6.0,2.0
HV384734,20516.0,2012-07-15 00:00:00,SHOT,N,,414.0,4.0,
HV385084,20517.0,2012-07-16 00:00:00,STABBED,N,,732.0,7.0,
HV387343,20518.0,2012-07-17 00:00:00,SHOT,Y,2012-08-30,421.0,4.0,44.0
HV390557,20519.0,2012-07-19 00:00:00,SHOT,Y,2012-08-09,713.0,7.0,21.0
HV391084,20520.0,2012-07-19 00:00:00,SHOT,N,,611.0,6.0,
HV392859,20527.0,2012-07-21 00:00:00,SHOT,Y,2012-08-31,712.0,7.0,41.0
HV392987,20535.0,2012-07-21 00:00:00,SHOT,Y,2013-09-05,423.0,4.0,411.0
HV392885,20522.0,2012-07-21 00:00:00,SHOT,Y,2012-07-23,1512.0,15.0,2.0
HV392970,20523.0,2012-07-21 00:00:00,SHOT,Y,2012-12-06,1624.0,16.0,138.0
HV393153,20524.0,2012-07-21 00:00:00,SHOT,Y,2012-07-23,924.0,9.0,2.0
HV394360,21392.0,2012-07-21 00:00:00,SHOT,Y,2018-01-16,734.0,7.0,2005.0
HV396369,20525.0,2012-07-23 00:00:00,SHOT,N,,1131.0,11.0,
HV397322,20526.0,2012-07-23 00:00:00,SHOT,Y,2013-02-09,431.0,4.0,201.0
HV397322,20528.0,2012-07-23 00:00:00,SHOT,Y,2013-02-09,431.0,4.0,201.0
HV399283,20529.0,2012-07-25 00:00:00,SHOT,N,,1333.0,13.0,
HV400434,20539.0,2012-07-25 00:00:00,SHOT,Y,2012-08-02,324.0,3.0,8.0
HV400815,20816.0,2012-07-26 00:00:00,ASSAULT,N,,2433.0,24.0,
HV401453,20530.0,2012-07-26 00:00:00,SHOT,N,,323.0,3.0,
HV401683,20531.0,2012-07-26 00:00:00,SHOT,Y,2012-08-02,2234.0,22.0,7.0
HV402064,20532.0,2012-07-26 00:00:00,SHOT,N,,431.0,4.0,
HV402064,20533.0,2012-07-26 00:00:00,SHOT,N,,431.0,4.0,
HV402288,20534.0,2012-07-27 00:00:00,SHOT,Y,2018-04-24,1123.0,11.0,2097.0
HV404942,20538.0,2012-07-28 00:00:00,ASSAULT,Y,2012-07-31,513.0,5.0,3.0
HV408051,20540.0,2012-07-30 00:00:00,SHOT,Y,2013-10-28,1523.0,15.0,455.0
HV409766,20541.0,2012-07-31 00:00:00,SHOT,N,,1011.0,10.0,
HV409869,20542.0,2012-08-01 00:00:00,SHOT,N,,1531.0,15.0,
HV411096,20544.0,2012-08-01 00:00:00,SHOT,Y,2013-07-17,1133.0,11.0,350.0
HV412015,20545.0,2012-08-02 00:00:00,SHOT,N,,1122.0,11.0,
HV412015,20546.0,2012-08-02 00:00:00,SHOT,N,,1122.0,11.0,
HV412792,20547.0,2012-08-02 00:00:00,SHOT,N,,1531.0,15.0,
HV412880,20548.0,2012-08-02 00:00:00,SHOT,N,,531.0,5.0,
HV413138,20549.0,2012-08-03 00:00:00,SHOT,Y,2013-03-05,1413.0,14.0,214.0
HV414779,20550.0,2012-08-04 00:00:00,STABBED,N,,1832.0,18.0,
HV416169,20551.0,2012-08-05 00:00:00,SHOT,N,,1713.0,17.0,
HV417108,20552.0,2012-08-05 00:00:00,SHOT,Y,2012-09-02,225.0,2.0,28.0
HV417354,20553.0,2012-08-05 00:00:00,SHOT,N,,334.0,3.0,
HV417505,20554.0,2012-08-06 00:00:00,SHOT,N,,2212.0,22.0,
HV418924,20555.0,2012-08-06 00:00:00,SHOT,N,,1231.0,12.0,
HV420772,20556.0,2012-08-08 00:00:00,SHOT,N,,225.0,2.0,
HV422101,20557.0,2012-08-08 00:00:00,SHOT,Y,2012-08-11,312.0,3.0,3.0
HV422164,20558.0,2012-08-09 00:00:00,SHOT,Y,2012-08-22,322.0,3.0,13.0
HV422248,20559.0,2012-08-09 00:00:00,SHOT,N,,715.0,7.0,
HV422304,20562.0,2012-08-09 00:00:00,STRANGULATION,N,,621.0,6.0,
HV423548,20561.0,2012-08-09 00:00:00,SHOT,Y,2012-08-20,834.0,8.0,11.0
HV427612,20564.0,2012-08-12 00:00:00,SHOT,N,,423.0,4.0,
HV428209,20563.0,2012-08-13 00:00:00,SHOT,Y,2012-09-17,1833.0,18.0,35.0
HV429742,20567.0,2012-08-14 00:00:00,SHOT,N,,522.0,5.0,
HV430896,20568.0,2012-08-15 00:00:00,SHOT,N,,421.0,4.0,
HV430789,20569.0,2012-08-15 00:00:00,STABBED,N,,1533.0,15.0,
